chapter,entity,entity_type,count
123,น้องหญิง,PERSON,1
123,น้องหญิงพี่,PERSON,1
123,น้องหญิงเอ๋ย,PERSON,1
123,น้องเฆี่ยน,PERSON,1
123,พระ,PERSON,1
123,พระราชเทวี,PERSON,2
123,พระราชเทวีประทับ,PERSON,1
123,พระราชไปยังนาค,PERSON,1
123,พระศาสดาตรัส,PERSON,1
123,พระเจ้าค่ะ,PERSON,1
123,พระเจ้าสดับม้า,PERSON,1
123,พระเทวี,PERSON,1
123,พระเย็น,PERSON,1
123,พี่พระราช,PERSON,1
123,ลาภปากรอบเย็น,PERSON,1
123,ลาภปากรอบเย็นฮ่าฮ่า,PERSON,1
123,เจ้า,PERSON,1
123,เจ้าเจ้า,PERSON,1
124,ป่า,LOCATION,1
124,ศัตรูสัตว์,LOCATION,1
124,เถระ,LOCATION,1
124,ของมัน,ORGANIZATION,1
124,ธนุ,ORGANIZATION,1
124,ธนุเถระ,ORGANIZATION,2
124,ต้องมีเอาชนะกองทัพพระเจ้าอชาตศัตรู,PERSON,1
124,พระธนุเถระ,PERSON,1
124,พระสัมมาสัมพุทธเจ้า,PERSON,1
124,พระเจ้าอชาตศัตรูกองทัพพระเจ้าเสนทโกศล,PERSON,1
124,ฟังพากันพระเจ้าเสนทโกศลพระเจ้าเสนทโกศล,PERSON,1
124,ฮ่าฮ่าฮ่า,PERSON,1
124,เจ้าหมูอ้วน,PERSON,1
124,เหมือนตัจฉกสุกรลุกขึ้นเขี้ยวของมัน,PERSON,1
124,เอ๋ย,PERSON,1
124,เฮ้ยลูกหมูเดินโอ๋น่ารักเหมือนกัน,PERSON,1
124,โอ๋,PERSON,1
125,สาวัตถี,LOCATION,1
125,แม่น้ำยมุนา,LOCATION,1
125,งามเกล็ดวูบวาบ,PERSON,1
125,น้ำ,PERSON,1
126,ฤาษีปฏิบัติธรรมสมาบัติ,LAW,1
126,กรุงพาราณสี,LOCATION,2
126,เมือง,LOCATION,1
126,ท่านภเปล่ง,PERSON,1
126,พระ,PERSON,4
126,พระพระเสด็จกรุงกบิลพัสดุ์,PERSON,1
126,พระราชอุทยาน,PERSON,1
126,พระศาสดาท่านภ,PERSON,1
126,พระเจ้าพรหมทัต,PERSON,1
126,ลูกศิษย์พระพระฤาษีอาจารย์,PERSON,1
126,สุขธรรม,PERSON,1
126,ออกบวชเจริญภาวนาธรรม,PERSON,1
126,เจ้าศิษย์พี่,PERSON,1
126,เห็นทีธรรม,PERSON,1
127,ขอรับท่านพ่อ,PERSON,1
127,ทายาท,PERSON,1
127,พระ,PERSON,1
127,พระสัมมาสัมพุทธเจ้าตรัสสุชาตชาดก,PERSON,1
127,พระสัมมาสัมพุทธเจ้าปรารภ,PERSON,1
127,พระสัมมาสัมพุทธเจ้าระลึกสติตรัสสุชาตชาดกพาราณสี,PERSON,1
127,รีบขอรับท่านเศรษฐีเจ้าอย่าสถูปอยู่เลย,PERSON,1
127,สุชาตกุมารเป็นบ้า,PERSON,1
127,เจ้าคืนสติลูกรักพ่อหญ้าหญ้าอ่อน,PERSON,1
127,เศรษฐี,PERSON,1
128,กำจัดราชา,LOCATION,1
128,กวางทอง,PERSON,1
128,กวางทองพี่น้องหญิง,PERSON,1
128,กำเนิดกำเนิด,PERSON,1
128,คนเลี้ยงช้างแผนอารามพระเทวทัต,PERSON,1
128,ความรักความเคารพพระอานนท์,PERSON,1
128,ช้างนาฬคิรี,PERSON,1
128,ช้างนาฬคิรีย่อถวายความเคารพศาสดาสงบอยู่,PERSON,1
128,ตรัสเล่าชาดก,PERSON,1
128,น้อง,PERSON,1
128,น้องป่าเจ้ากวาง,PERSON,1
128,น้องหญิง,PERSON,1
128,น้องอยากได้กวางทอง,PERSON,1
128,พระอานนท์พระอนุชาพระศาสดาพระสัมมาสัมพุทธเจ้าสดับ,PERSON,1
128,พระอานนท์อนุชาพระพุทธเจ้าท่าน,PERSON,1
128,พระอานนท์เถระ,PERSON,1
128,พระอานนท์เถระกวางทอง,PERSON,1
128,พี่น้อง,PERSON,1
128,พี่น้องลูกน้องอยากได้,PERSON,1
128,อาชีพพรานกวาง,PERSON,1
128,แดง,PERSON,1
129,เมืองพาราณสี,LOCATION,1
129,เมืองพาราณสีไปยังเมืองสาเกต,LOCATION,1
129,เมืองสาเกตไปยังเมืองสาวัตถี,LOCATION,1
129,แล้วก็บิน,ORGANIZATION,1
129,ดื่มมึน,PERSON,1
129,ตรัส,PERSON,1
129,ท้าวสักเทวราชพระเจ้าสรรพประทับ,PERSON,1
129,น้ำช่างเอ้,PERSON,1
129,น้ำดื่ม,PERSON,1
129,น้ำดื่มไหวดื่มมึน,PERSON,1
129,บ้างก็บ้างก็,PERSON,1
129,พระท้าวสักเทวราช,PERSON,1
129,พระบรมศาสดาเจ้าประทับพระวิหารเชตวัน,PERSON,1
129,พระศาสดา,PERSON,2
129,พระออกจากพระ,PERSON,1
129,พระเจ้าสรรพมิตรดื่มสุรา,PERSON,1
129,พระเจ้าสรรพมิตรสาวัตถี,PERSON,1
129,พระเชตวันมหาวิหาร,PERSON,1
129,พวกเราแทะแทะหาง,PERSON,1
129,ฟ้อนรำ,PERSON,1
129,วรุณนายพรานสุระพบเห็นดาบส,PERSON,1
129,วิสาขา,PERSON,2
129,เอ้น้ำ,PERSON,1
129,แล้วทรงพระเจ้าสรรพมิตรแล้วจึงเสด็จไปยังสถาน,PERSON,1
130,กรุงพาราณสี,LOCATION,2
130,พระมเหสี,ORGANIZATION,1
130,ข้อ,PERSON,1
130,ถวายพระ,PERSON,1
130,ธรรม,PERSON,1
130,น้อง,PERSON,2
130,น้องเสด็จพี่กลับมา,PERSON,1
130,พระชาติบัณฑิตพระ,PERSON,1
130,พระปุโรหิต,PERSON,1
130,พระพระ,PERSON,1
130,พระพระพระเจ้า,PERSON,1
130,พระมเหสีถวาย,PERSON,1
130,พระมเหสีพระ,PERSON,1
130,พระเจ้า,PERSON,1
130,พระเจ้าพาราณสีกำเนิด,PERSON,1
130,พระเทวี,PERSON,1
130,พาราณสี,PERSON,1
130,พี่วังน้องหญิง,PERSON,1
130,หญิง,PERSON,1
130,หญิงก่อพระเจ้า,PERSON,1
130,หลงไหลพระเจ้า,PERSON,1
130,อัครมเหสีพระสวามี,PERSON,1
131,พระ,ORGANIZATION,1
131,หลั่งไหลสละกิเลส,ORGANIZATION,1
131,ครั้นเบื่อหน่ายเพศสึก,PERSON,1
131,ทวยทหารพากันสละทรัพย์สมบัติพรหมทัต,PERSON,1
131,ธรรมข้าพระองค์บวช,PERSON,1
131,นาม,PERSON,1
131,นามจิต,PERSON,1
131,พรหมทัตสดับธรรม,PERSON,1
131,พระกำเนิดฤาษี,PERSON,1
131,พระจิตหัตถ,PERSON,2
131,พระธรรม,PERSON,1
131,พระพุทธเจ้าธรรม,PERSON,1
131,พระเจ้าพรหมทัตกำเนิด,PERSON,1
131,พระเชตวันครั้นบวช,PERSON,1
131,เจริญดำเนินจิตภิกษุอนุเคราะห์การบอกธรรม,PERSON,1
132,สาม,LOCATION,1
132,เมือง,LOCATION,1
132,กำไร,PERSON,1
132,พระมหาพระศาสดา,PERSON,1
132,พระมหาสัตว์พิจารณาภาวะ,PERSON,1
132,พระศาสดา,PERSON,1
132,พระศาสดาครั้น,PERSON,1
132,พี่,PERSON,1
132,พี่จากหมอพี่ดื่มเค้า,PERSON,1
132,พี่ทานอร่อย,PERSON,1
132,พี่ออกบวชพี่ก็ดีขึ้น,PERSON,1
132,เมือง,PERSON,1
132,เองก็,PERSON,1
133,พญากระต่ายสหายรักมุ่งหน้าไปยัง,PERSON,1
133,พระท้าวสักกะกำเนิด,PERSON,1
133,พระพญากระต่าย,PERSON,1
133,พระพระเจ้าองค์พระศาสดาเสด็จ,PERSON,1
133,พระศาสดา,PERSON,2
133,พระสุนัขจิ้งจอกกำเนิดพระลิงกำเนิด,PERSON,1
133,ร่มรื่น,PERSON,1
133,อืม,PERSON,1
133,อ้าอ้าอ้า,PERSON,1
133,เจ้า,PERSON,1
133,เอ้,PERSON,1
133,แล้วก็ธรรมก็แล้วกัน,PERSON,1
134,กรุงพาราณสี,LOCATION,2
134,กองทัพ,ORGANIZATION,3
134,จองจำเจริญเมตตา,PERSON,1
134,ธรรม,PERSON,1
134,พระพระเจ้า,PERSON,1
134,พระเจ้ากังสะมหาราชแห่งกรุง,PERSON,1
134,พระเจ้ากังสะมหาราชแห่งกรุงพาราณสีราชบริพารธรรมภาวนา,PERSON,1
134,พระเจ้าสามนตราชทรมาน,PERSON,1
134,พระเจ้าสามนตราชยกทัพล้อมเมือง,PERSON,1
134,พระเจ้าโกศลหลงเชื่ออำมาตย์ชั่ว,PERSON,1
134,สมบัติพระองค์,PERSON,1
134,อำมาตย์ชั่วยุยงสามนตราชยกทัพราชสมบัติพาราณสี,PERSON,1
134,ฮ่าฮ่าฮ่า,PERSON,1
135,แม่แมวป่า,LOCATION,1
135,จิตใจ,PERSON,1
135,น้องพี่,PERSON,1
135,พระสัมมาสัมพุทธเจ้า,PERSON,2
135,มากินโอ้โหท่าน,PERSON,1
135,แมว,PERSON,2
135,แมวป่า,PERSON,1
135,แมวเดินย่องเข้าไปพญาไก่ป่า,PERSON,1
135,ไก่ป่าหลงพูดคุยกับแมวป่าระวังตัว,PERSON,1
136,เมือง,DATE,1
136,กราบอาราธนาพระ,PERSON,1
136,ท่านช่างร่มรื่น,PERSON,1
136,พระชาติ,PERSON,1
136,ภิกษุคนดูแลสวน,PERSON,1
136,สมเด็จเจ้า,PERSON,1
136,หอมหวาน,PERSON,1
136,เกวียนล้างพิษตะกละ,PERSON,1
136,แบบนี้,PERSON,1
136,โยมช่างเก่ง,PERSON,1
136,โว้ย,PERSON,1
137,งูพิษหมอพิการหมอพิการ,PERSON,1
137,พระ,PERSON,1
137,พระพระ,PERSON,1
137,พระเทวทัต,PERSON,1
137,พระเทวทัตลูกพ่อค้า,PERSON,1
137,หมอพิการหมู่บ้านเฮ้ย,PERSON,1
137,หลบ,PERSON,1
137,เฮ้ยฮ่าฮ่า,PERSON,1
137,เฮ้ยเง่าเฮ้ย,PERSON,1
138,บ้านตำบล,LOCATION,1
138,ชาวบ้าน,PERSON,1
138,ทรัพย์อันเป็นแต่เพียงผู้เดียว,PERSON,1
138,ทานเมืองแคว้น,PERSON,1
138,น้อง,PERSON,1
138,น้องเอ๋ย,PERSON,1
138,พระพระเมืองแคว้นโกศล,PERSON,1
138,พระเจ้า,PERSON,1
138,พันกหาปณะ,PERSON,2
138,พี่,PERSON,1
138,พี่เอ๋ย,PERSON,1
138,ฮ่าฮ่ากำไร,PERSON,1
138,แหมน่าเสียดายพี่,PERSON,1
138,เดือน,TIME,2
139,วัด,LOCATION,1
139,วัดพระโกกาลิกะ,LOCATION,1
139,ทำไม่ลูกร้องลูก,PERSON,1
139,ที่นี่ท่านอำมาตย์,PERSON,1
139,พระ,PERSON,1
139,พระตถาคตพระศาสดา,PERSON,1
139,พระถวาย,PERSON,1
139,พระราชาไปยังพระ,PERSON,1
139,พระศาสดา,PERSON,2
139,พระศาสดาพระอัครสาวกฟัง,PERSON,1
139,พระเชตวัน,PERSON,1
139,พระโกกาลิกะ,PERSON,5
139,พระโกกาลิกะด่า,PERSON,1
139,เจ้าประทับพระเชตวันพระโกกาลิกะ,PERSON,1
139,เดือน,TIME,3
140,ดวงตา,LOCATION,1
140,พระเจ้าพิมพิสาร,LOCATION,1
140,เมือง,LOCATION,1
140,เมืองตักกสิ,LOCATION,1
140,เมืองตักกสิสำนักสอนศาสตร์,LOCATION,1
140,สำนักทิศาปาโมกข์,ORGANIZATION,1
140,ครั้นพระโอรส,PERSON,1
140,น้องหญิง,PERSON,1
140,น้องหญิงช่าง,PERSON,1
140,น้องหญิงพี่น้อง,PERSON,1
140,พระ,PERSON,3
140,พระกุมาร,PERSON,2
140,พระกุมารถือดาบ,PERSON,1
140,พระพระศาสดา,PERSON,1
140,พระราชบิดาโปรด,PERSON,1
140,พระราชา,PERSON,1
140,พระศาสดา,PERSON,1
140,พระศาสดาพระศาสดา,PERSON,1
140,พระอาการแพ้ท้อง,PERSON,1
140,พระเจ้าพิมพิสารสีหน้า,PERSON,1
140,พระโอรส,PERSON,3
140,พระโอรสขวดแก้ว,PERSON,1
140,พระโอรสพยักหน้า,PERSON,1
140,พระโอรสพยักหน้าเอ่ยบังเอิญ,PERSON,1
140,พระโอรสเช้า,PERSON,1
140,พระโอรสเอ่ย,PERSON,1
140,รีบหนี,PERSON,1
140,เย็นวันหนึ่งพระโอรส,PERSON,1
140,แก้ว,PERSON,1
141,คนดูแลอุทยานมะม่วงกลายเป็น,LAW,1
141,มะม่วง,LAW,1
141,เสียงสี่พื้นว้าวไปยังบรรดาดอกไม้,LAW,1
141,กรุงพาราณสี,LOCATION,3
141,ปราณี,LOCATION,1
141,สาย,LOCATION,1
141,หิม,LOCATION,1
141,เกาะ,LOCATION,1
141,เกาะกลาง,LOCATION,1
141,เกาะกลางทะเล,LOCATION,1
141,เมืองพาราณสี,LOCATION,2
141,แม่น้ำ,LOCATION,1
141,แม่น้ำสายพากัน,LOCATION,1
141,กองทัพทหารขนาดใหญ่,ORGANIZATION,1
141,สุดท้อง,ORGANIZATION,1
141,กลอง,PERSON,1
141,ขอบคุณไม่ต้องฝูงช้าง,PERSON,1
141,ฉับกิน,PERSON,1
141,ดาบสได้ยินถึงกับสีหน้าสนใจ,PERSON,1
141,ทำไม่มะม่วง,PERSON,1
141,น้องพี่,PERSON,2
141,น้องพี่ท่าน,PERSON,1
141,น้องพี่ท่านดาบสผู้น้องสีหน้า,PERSON,1
141,น้องสีหน้า,PERSON,1
141,น้องสุดท้อง,PERSON,1
141,น้องเอ่ย,PERSON,1
141,บรรดาต้นไม้ราชอุทยานสวยพระราชา,PERSON,1
141,พระพระศาสดาตรัสธรรม,PERSON,1
141,พระราช,PERSON,1
141,พระราชอุทยาน,PERSON,2
141,พระอุทยานมะม่วงทอง,PERSON,1
141,มณี,PERSON,1
141,รากเกี่ยวพันกิ่งไปมามะม่วงหวาน,PERSON,1
141,วันหนึ่งสุกรเที่ยวดันเข้าไป,PERSON,1
141,เจ้าหมูท่ามกลางท้องฟ้าครามขาวคราม,PERSON,1
141,เจ้าเด็กหนุ่มเขียนจดหมายพระพระราชา,PERSON,1
141,แก้ว,PERSON,1
141,แก้วมณี,PERSON,1
141,แก้วมณีพร้าโต้กลองหม้อส้ม,PERSON,1
141,แล้วจะ,TIME,1
142,คลุมหนัง,LOCATION,1
142,ตามิน,PERSON,1
142,พระพระสมเด็จพระเจ้า,PERSON,1
142,พระโกกาลิกะ,PERSON,2
142,พ่อค้าหลอกลวง,PERSON,1
142,สมเด็จ,PERSON,2
142,สิงโตครองข้าวสาลี,PERSON,1
142,เจ้า,PERSON,1
142,โอ้ยพ่อแก้วแม่แก้ว,PERSON,1
142,ไหมพี่น้อง,PERSON,1
143,พระโอรสเจ้าคะอุแว้อุแว้,LAW,1
143,เกาะ,LOCATION,2
143,พระดาบส,ORGANIZATION,1
143,พระ,PERSON,1
143,พระบุรุษเจ้า,PERSON,1
143,พระมเหสีสนใจไหม,PERSON,1
143,พระเจ้าพรหมทัต,PERSON,1
143,พระโอรสพระโอรสได้ยิน,PERSON,1
143,ลอย,PERSON,1
144,เมือง,LOCATION,1
144,เมืองพาราณสี,LOCATION,1
144,เมืองพาราณสีพระศาสดา,LOCATION,1
144,พระ,PERSON,1
144,พระศาสดา,PERSON,1
144,พากันนิมนต์พระตถาคต,PERSON,1
144,พ่อค้าหัวขบวน,PERSON,1
144,พ่อค้าหัวขบวนตระพระโพธิสัตว์,PERSON,1
144,หิน,PERSON,1
144,เฮ้ย,PERSON,1
144,แร่แก้วแก้วแก้ว,PERSON,1
145,ขอรับพี่ชายขอรับ,LAW,1
145,วันหนึ่งโกรกลัมพราหมณ์พระราชาท่านโกรกลัม,LAW,1
145,โกรกลัมพราหมณ์,LAW,1
145,กปิหมณ์โกรกลัม,PERSON,1
145,ของอดีตปุโรหิต,PERSON,1
145,ตรัสเทวดา,PERSON,1
145,พระกลิ่นเหม็นฟุ้ง,PERSON,1
145,พระพระศาสดา,PERSON,1
145,พระศาสดา,PERSON,1
145,พระศาสดาเสด็จ,PERSON,1
145,พระเจติยพระฤๅษี,PERSON,1
145,พระเจ้าอุปริจรราชสดับหวั่นวิตก,PERSON,1
145,พระเทวทัตกปิหมณ์,PERSON,1
145,พระโอรส,PERSON,1
145,พระโอษฐ์กลิ่นเหม็น,PERSON,1
145,พระโอษฐ์จักกลิ่นฟุ้ง,PERSON,1
145,ภิกษุสนทนาพระเทวทัตมุสา,PERSON,1
145,มหาชนถึงกับหวั่นวิตก,PERSON,1
145,มหาชนพากัน,PERSON,1
145,เจติยพระอุปริจรพระองค์ภาพ,PERSON,1
145,เจ็ดมหาชนพากันพระ,PERSON,1
145,เป็นใหญ่,PERSON,1
145,โกรกลัมพราหมณ์น้องชายของอดีต,PERSON,1
146,ป่าหิมพานต์,LOCATION,1
146,พระศาสดา,ORGANIZATION,1
146,คนที่อยู่แล้ว,PERSON,1
146,พรหมจรรย์,PERSON,1
146,พระ,PERSON,1
146,พระวิหารพระศาสดา,PERSON,1
146,พระศาสดา,PERSON,1
146,พระอาจารย์อุปัชฌาย์,PERSON,1
146,พระโพธิสัตว์,PERSON,1
146,หญิง,PERSON,1
146,เจ้าข้า,PERSON,1
146,เอ่ยยั่วยวนดาบสหนุ่ม,PERSON,1
147,พระเจ้า,PERSON,1
147,ภูเขาคิชฌกูฏ,PERSON,1
147,สนทนาวันหนึ่งลูกหงส์ทั้งสองเกาะ,PERSON,1
148,หอกอีกหนึ่งพันเล่มปักขาวเสียงร้องกึกก้องเสียงนันทเสนหอกอีกหนึ่งพันเล่มเทวดาอารักขาพระเจ้ากาลิงล้ม,LAW,1
148,เมือง,LOCATION,1
148,เวสาลี,LOCATION,1
148,กองทัพ,ORGANIZATION,2
148,ราช,ORGANIZATION,1
148,เสียงร้อง,ORGANIZATION,1
148,แคว้นกาลิงรัฐ,ORGANIZATION,1
148,แคว้นอัสรัฐ,ORGANIZATION,1
148,ฉลาดเดินทางมาถึงพระนครเวสาลี,PERSON,1
148,ท่านนันทเสน,PERSON,1
148,ท่านพระเจ้าอัส,PERSON,1
148,ท้าวสักเสด็จที่นี่อาตมภาพสัก,PERSON,1
148,นันท,PERSON,1
148,พระ,PERSON,1
148,พระดาบส,PERSON,1
148,พระราชทรัพย์มรดกพระราชธิดาไปยังเมืองพระเจ้าอัสราชพระราชาพระ,PERSON,1
148,พระวิหาร,PERSON,1
148,พระสารีบุตร,PERSON,1
148,พระสารีบุตรเถระเป็นที่พึ่ง,PERSON,1
148,พระสารีบุตรเถระเหยียบ,PERSON,1
148,พระองค์ประทับกษัตริย์ลิจฉวีชอบ,PERSON,1
148,พระเจ้ากาลิงจักชนะพระเจ้าอัสจักแพ้,PERSON,1
148,พระเจ้าอัสตรัส,PERSON,1
148,พระเจ้าอัสเสนเอ่ย,PERSON,1
148,พระเชตวันวิหารพระพุทธเจ้าตรัส,PERSON,1
148,วาทะไปยังซุ้มพระวิหาร,PERSON,1
148,สัจ,PERSON,1
149,เมืองตักกสิอาจารย์,LOCATION,1
149,เมืองตักกสิโจร,LOCATION,1
149,เมืองพาราณสี,LOCATION,1
149,ธนุบัณฑิต,ORGANIZATION,3
149,จุลธนุบัณฑิต,PERSON,6
149,จุลธนุบัณฑิตเอ่ย,PERSON,1
149,น้องพี่,PERSON,1
149,น้องเข้าไปพี่,PERSON,1
149,ปลาโดดจากน้ำตกลงตรงหน้าสุนัขจิ้งจอก,PERSON,1
149,ปัญจสิขเทพบุตร,PERSON,1
149,พระ,PERSON,2
149,โจร,PERSON,3
149,โจรเดิน,PERSON,1
150,มหาพระศาสดา,LOCATION,1
150,จัน,PERSON,1
150,จันเท้าพระราชา,PERSON,1
150,ธรรม,PERSON,1
150,พระ,PERSON,2
150,พระนางจัน,PERSON,1
150,พระนางจันเทวี,PERSON,1
150,พระพระเจ้ามหาภาพตรงหน้า,PERSON,1
150,พระมหาธรรมปาลกุมาร,PERSON,1
150,พระมเหสี,PERSON,3
150,พระเจ้ามหา,PERSON,1
150,พระเจ้ามหาเสียงตะโกน,PERSON,1
150,พระเทวทัต,PERSON,1
150,พระเทวทัตปลงพระชนม์พระเจ้า,PERSON,1
150,พระเทวทัตพระนางจันเทวี,PERSON,1
150,พระเทวีอุ้มลูกชายร้องไห้,PERSON,1
150,เทวทัตพระเจ้ามหาพระโพธิสัตว์พระพระนางจันเทวีพระเจ้ามหาธรรม,PERSON,1
150,เพชฌฆาตธรรมปาลกุมาร,PERSON,1
151,พระเจ้า,PERSON,1
151,ลูกพี่,PERSON,1
151,ลูกเศรษฐี,PERSON,1
151,สกาใส่กลืนลูกสกา,PERSON,1
151,อ้าวลูกสกา,PERSON,1
151,เจ้าตลก,PERSON,1
151,เจ้านักเลงแกล้งแพ้,PERSON,1
151,เล่นสัก,PERSON,1
151,เศรษฐีเหมือนเดิม,PERSON,1
151,เศรษฐีเอาชนะสัก,PERSON,1
152,น้อง,PERSON,1
152,น้องเหนื่อย,PERSON,1
152,เท้าเท้า,PERSON,1
153,วังกระเรียนได้ยิน,LOCATION,1
153,กระเรียน,PERSON,8
153,กระเรียนภิกษุเอ่ย,PERSON,1
153,กระเรียนเอ่ย,PERSON,1
153,กระเรียนได้ยิน,PERSON,1
153,ฝากฝังลูกทั้งสอง,PERSON,1
155,คุม,PERSON,1
155,ป่า,PERSON,1
155,ยักษ์คุม,PERSON,1
155,ยักษ์คุมวางห่อก้อนน้ำอ้อย,PERSON,1
155,ห่อไหม,PERSON,1
156,พระราชา,LOCATION,1
156,สวนหลวง,LOCATION,2
156,เมืองพาราณสี,LOCATION,1
156,ฆาตกรโฉด,ORGANIZATION,1
156,ปากพระฤาษี,ORGANIZATION,1
156,ธรรม,PERSON,1
156,นายติตถวานิ,PERSON,1
156,นายติตถวานิภิกษุ,PERSON,1
156,นายอาวาริปิตาพระฤาษีล้ม,PERSON,1
156,พระตะวันมหาวิหาร,PERSON,1
156,พระฤาษี,PERSON,6
156,พระฤาษีท่าน้ำ,PERSON,1
156,พระฤาษีออกเดินทาง,PERSON,1
156,พระศาสดา,PERSON,2
156,พระเจ้าองค์พระบรมศาสดาพระองค์พระมหาวิหาร,PERSON,1
156,ร่ำรวยทรัพย์,PERSON,1
156,องค์พระศาสดา,PERSON,1
156,อย่าท่านฤาษี,PERSON,1
156,ฮ่า,PERSON,1
156,แจวเรืออาวาริ,PERSON,1
156,แจวเรืออาวาริปิตาพระฤาษีข้ามฟาก,PERSON,1
156,โอ้ยโอ้ยลูกโอ้ยโอ้ย,PERSON,1
157,น้ำ,LOCATION,1
157,เจ้าพระพุทธศาสนา,LOCATION,1
157,สัตว์ป่าหิมพานต์,ORGANIZATION,1
157,พระกำเนิด,PERSON,1
157,พระตักน้ำเติม,PERSON,1
157,พระน้ำดื่ม,PERSON,1
157,พระฤาษีอดอยาก,PERSON,1
157,พระฤาษีเจริญ,PERSON,1
157,พระวิหารประพฤติ,PERSON,1
157,พระสัมมาสัมพุทธเจ้า,PERSON,1
157,พราหมณ์,PERSON,1
157,ศาลาพักเจริญวิปัสสนาตามกำลังอุทิศพระ,PERSON,1
157,เจริญพรโยมหญิง,PERSON,1
157,เจ้า,PERSON,1
157,เติมพัก,PERSON,1
158,น้ำ,LOCATION,1
158,ท้องทะเลอันกว้างใหญ่ฝูงสัตว์ปกติ,PERSON,1
158,น้ำเย้สาหร่ายกิน,PERSON,1
158,พระอุปนันทเทวดาท้องทะเล,PERSON,1
158,พระเจ้า,PERSON,1
158,พระเจ้าพระภิกษุอุปนันท,PERSON,1
158,เจ้าเอ๋ย,PERSON,1
158,โอ้ยหิว,PERSON,1
159,ขอบคุณเพียรที่นี่,PERSON,1
159,ชาวเมืองอา,PERSON,1
159,น้องร้องขอพญานาค,PERSON,1
159,น้องสบายใจ,PERSON,1
159,น้องแล้วกลับ,PERSON,1
159,น้องไปยืนพญานาคของดาบสผู้พี่,PERSON,1
159,ผ่องใส,PERSON,1
159,พระบุญ,PERSON,1
159,พระมหา,PERSON,1
159,พระมหาเข้าไปพระพระเจ้าาฬวเจดีย์,PERSON,1
159,พระศาสดาครั้น,PERSON,1
159,พระศาสดาประชุมภิกษุชาวเมืองอา,PERSON,1
159,พระสัมมาสัมพุทธเจ้า,PERSON,1
159,พระสัมมาสัมพุทธเจ้าาฬวเจดีย์เมืองอากุฏิภิกษุชาวเมืองอาพากัน,PERSON,1
159,พิภพ,PERSON,1
159,พี่ของดาบสผู้น้องไปยังสำนักดาบสนั้น,PERSON,1
159,มณิกัณฐะสำนักของดาบสผู้น้องแล้วนั่ง,PERSON,1
159,ฤาษีแม่น้ำคงคา,PERSON,1
159,แก้วมณี,PERSON,2
159,แก้วมณีดวง,PERSON,4
159,แก้วมณีพญานาค,PERSON,1
159,ไม่เป็นอันกินนอนดาบสผู้น้องพี่ชาย,PERSON,1
160,หมู่,LOCATION,1
160,หมู่สหาย,LOCATION,1
160,เสียงพระ,LOCATION,1
160,ตรัสปุโรหิตเสด็จพระท้าวสักกะ,PERSON,1
160,นัยนัยพระศาสดาประทานกราบทูลแก้ปัญหาพุทธวิสัย,PERSON,1
160,ปัญญา,PERSON,1
160,พระ,PERSON,3
160,พระประเสริฐพระองค์สอดลูกศร,PERSON,1
160,พระปัญญาปัญญาปัญญาปัญญา,PERSON,1
160,พระพระ,PERSON,2
160,พระพระหฤทัยทรงกระทำ,PERSON,1
160,พระพลันเสียงพระท้าว,PERSON,1
160,พระมหาสัตว์เสด็จลุกขึ้นประทับนั่งเหนือพระพระหฤทัยพระเปล่งพระอุทาน,PERSON,1
160,พระศาสดา,PERSON,1
160,พระศาสดาตรัสถามปฏิปทาอันเป็นทางบรรลุพระพระ,PERSON,1
160,พระสัมมาสัมพุทธเจ้าตรัสแล้วทรง,PERSON,1
160,พระสารีบุตร,PERSON,1
160,พระเจ้าพรหมทัตเสวยพระ,PERSON,1
160,พระเถรเจ้าปัญหา,PERSON,1
160,พระเสด็จท้าวสักกะเชิญเชิญท้าว,PERSON,1
160,พากัน,PERSON,1
160,ลูกศร,PERSON,1
160,หมู่พระหฤทัยแว่นแคว้น,PERSON,1
160,อันเป็นพระศาสดาเสด็จประทับพระสารีบุตรเถรเจ้าถวายบังคม,PERSON,1
161,กัณหทีปาย,PERSON,1
161,ดาบส,PERSON,1
161,ต้อนรับฟังมัณฑัพยดาบสบุตรนายมัณฑชื่อทัตมารเล่นจอมปลวก,PERSON,1
161,ถามถึงสาเหตุทีปายดาบสประพฤติพรหมจรรย์,PERSON,1
161,ทีปายชาดกความรักบุตรเจ้าพระ,PERSON,1
161,ทีปายดาบส,PERSON,2
161,นายมัณฑ,PERSON,3
161,นายมัณฑจิตเลื่อมใสถวายศรัทธาทีปายดาบสก็ประพฤติพรหมจรรย์,PERSON,1
161,นายมัณฑทำทาน,PERSON,1
161,น้องหญิง,PERSON,2
161,บุตร,PERSON,1
161,พระ,PERSON,2
161,พระกัณหทีปายดาบส,PERSON,1
161,พระมัณฑดาบสกำเนิด,PERSON,1
161,พระราช,PERSON,1
161,พระราชอุทยานตั้งแต่นั้นมามัณฑดาบสเติมมัณฑอาศัยพระราชอุทยานทีปายดาบสรักษามัณฑนายมัณฑสหายทีปายบรรณศาลานายมัณฑบุตร,PERSON,1
161,มัณฑดาบส,PERSON,6
161,มัณฑดาบสทีปดาบสสหาย,PERSON,1
161,มัณฑเพียรป่าหิมพานต์,PERSON,1
161,มัณฑแคว้นนายมัณฑ,PERSON,1
161,ราชบุรุษทำตามของมัณฑัพยดาบส,PERSON,1
161,ราชบุรุษมัณฑ,PERSON,1
