entity_type,word,frequency,rank
PERSON,ปัณณะปัณณะ,1,1176
PERSON,ัณฑิตความทุกข์,1,1177
PERSON,พระพุทธองค์สงฆ์,1,1178
PERSON,ลอยมาถึง,1,1179
PERSON,โจรป่าตักัณฑิต,1,1180
PERSON,โจรฟัง,1,1181
PERSON,หาทาง,1,1182
PERSON,ตักัณฑิตดาบ,1,1183
PERSON,ัณฑิตโจรฟังไปยัง,1,1184
PERSON,พระตักัณฑิต,1,1185
PERSON,รัฐธรรมะพระสัมมาสัมพุทธ,1,1186
PERSON,พระสมณะโคดม,1,1187
PERSON,พระโคดม,1,1188
PERSON,พระเถระเลิศเสมอ,1,1189
PERSON,ลูกสิบลูกเจ้ารู้,1,1190
PERSON,วัณทาสีทำให้พระลาสิกขา,1,1191
PERSON,พระพระชอบ,1,1192
PERSON,พระวิหารตะวันสาวัตถี,1,1193
PERSON,แต่งตัว,1,1194
PERSON,พระหลงกล,1,1195
PERSON,พระสัมมาสัมพุทธเจ้าญาณ,1,1196
PERSON,สักนิดติดใจพ่อ,1,1197
PERSON,โอ้ยไม่น่าเลย,1,1198
PERSON,สมเด็จเสด็จพระมหา,1,1199
PERSON,ชาวเมืองเสมอ,1,1200
PERSON,พระพ้น,1,1201
PERSON,สวรรค์โกรธ,1,1202
PERSON,น้ำพระทัยดีงามของมหาลวะ,1,1203
PERSON,ย่ะพระองค์แข็งแกร่ง,1,1204
PERSON,เจ้าสุนัขหัวหน้าฝูงพระหนุมหาพระหนุหนีบหัวสุนัขไอ้หมาจ่าฝูง,1,1205
PERSON,พระราชวัง,1,1206
PERSON,พระขรรค์ลังพระมหา,1,1207
PERSON,พระราชสมบัติพาราณสี,1,1208
PERSON,พระญาณองค์,1,1209
PERSON,องค์,1,1210
PERSON,น่ารัก,1,1211
PERSON,บุตรชายเพศ,1,1212
PERSON,ทางธรรมลูก,1,1213
PERSON,อาจารย์สาปาโมกข์,1,1214
PERSON,ชายหนุ่มรูปงามบุตรพราหมณ์,1,1215
PERSON,อาจารย์เค้าลูก,1,1216
PERSON,ชายหนุ่มบุตรพราหมณ์,1,1217
PERSON,เดินเข้าไปรักบุตร,1,1218
PERSON,พระเทวีก็,1,1219
PERSON,แม่น้ำ,1,1220
PERSON,พวกเราช่วยกันรุมกัดเจ้า,1,1221
PERSON,เขียวเจ้าโดนฝูงปลากัดเป็นแผลเหวอะหวะ,1,1222
PERSON,พระเจ้าประทับ,1,1223
PERSON,อนาถบิณฑเศรษฐีกราบทูลพระ,1,1224
PERSON,อาศัยมงคลต้น,1,1225
PERSON,เทวราชศักดิ์อาศัยไม้มงคลาฬิเทวดารุกขเทวดาอาศัยกอหญ้าคำนึงถึงศักดิ์,1,1226
PERSON,เฮ้ยพวกเราเว้ย,1,1227
PERSON,ต้นไม้ต้นมงคลต้น,1,1228
PERSON,ข้าพระองค์พากันพระอุทยาน,1,1229
PERSON,เอ้เอ้,1,1230
PERSON,าฬิเทวดา,1,1231
PERSON,ศักดิ์,1,1232
PERSON,รุจาเทวดาหมู่าฬิเทวดา,1,1233
PERSON,พระเจ้าเสด็จพระ,1,1234
PERSON,พรหมทัต,1,1235
PERSON,พรหมทัตแท้ๆ,1,1236
PERSON,พสกนิกรมากยิ่งขึ้นพรหมทัตสรรเสริญ,1,1237
PERSON,หึๆเจ้าชายพรหมทัต,1,1238
PERSON,เจ้าชายพรหมทัตเสด็จเจ้าพ่อ,1,1239
PERSON,องค์พรหมทัต,1,1240
PERSON,สักชีวิต,1,1241
PERSON,โอ่,1,1242
PERSON,พระแคว้น,1,1243
PERSON,เอาล่ะ,1,1244
PERSON,หนูเฝ้ากองสมบัติ,1,1245
PERSON,หนูคาบเหรียญกษาปณ์เยี่ยงแม่หนูเอ๋ยเจ้าคาบเหรียญกษาปณ์,1,1246
PERSON,เจ้าหิวซี่,1,1247
PERSON,ชีวิตกับเจ้าแมวเกเร,1,1248
PERSON,่ๆๆแมว,1,1249
PERSON,ช่างสลักหินหนู,1,1250
PERSON,โดยที่ปากถ้ำแก้วครอบ,1,1251
PERSON,ตัดสินใจ,1,1252
PERSON,กิเลสกายข้อธรรม,1,1253
PERSON,พระเทวทัตพระตรัสปัณ,1,1254
PERSON,ฮ้าฮ้า,1,1255
PERSON,นักบวช,1,1256
PERSON,ผู้คนพากันมากราบไหว้ขอพร,1,1257
PERSON,ปัณนาคราช,1,1258
PERSON,พญานาคปัณนาคราช,1,1259
PERSON,สุบรรณ,1,1260
PERSON,ปัณ,1,1261
PERSON,ความลับเป็นความลับ,1,1262
PERSON,มหาสุบรรณสมณะปลอมเวหาพญา,1,1263
PERSON,หลงผิดนักบวชทุศีล,1,1264
PERSON,พระวินัยทรัพย์,1,1265
PERSON,พระปัณฑ,1,1266
PERSON,พระโลหิต,1,1267
PERSON,พระคณะโน้นชอบ,1,1268
PERSON,โจรโจร,1,1269
PERSON,พันลูกเอ๋ย,1,1270
PERSON,ทรัพย์มีค่า,1,1271
PERSON,อาศัยความห่วงใย,1,1272
PERSON,พัน,1,1273
PERSON,บุตรชายเดินผ่าน,1,1274
PERSON,ขวางทางสุนัขจิ้งจอก,1,1275
PERSON,ก้อนหินแม่สุนัขจิ้งจอก,1,1276
PERSON,ทรัพย์พัน,1,1277
PERSON,โจรบุตร,1,1278
PERSON,พระพุทธเจ้าเมืองอา,1,1279
PERSON,เที่ยวปัจจัยบริจาค,1,1280
PERSON,บริจาคกุฏิพระ,1,1281
PERSON,องค์เจ้าตรัสเล่าชาดก,1,1282
PERSON,พระเจ้าปัญจปัญจ,1,1283
PERSON,องค์พระศาสดาครั้น,1,1284
PERSON,พระเจ้าชอบ,1,1285
PERSON,จากการ,1,1286
PERSON,ได้กลิ่น,1,1287
PERSON,หนอนคูกระจ้อยร่อย,1,1288
PERSON,ฮ่ะฮ่า,1,1289
PERSON,เจ้าช้างขี้ขลาดอย่าเจ้าช่างขี้ขลาด,1,1290
PERSON,เจ้าช้างขี้ขลาด,1,1291
PERSON,เจ้าช้าง,1,1292
PERSON,เจ้าหนอนคูกระจ้อยร่อย,1,1293
PERSON,แล้วจึงหนอนคู,1,1294
PERSON,เจ้าเจ้าหนอนคูชั้นต่ำ,1,1295
PERSON,หลวงพี่เจ้าค่ะ,1,1296
PERSON,พระโพธิสัตว์บังเกิดสกุล,1,1297
PERSON,ล่อลวงโจร,1,1298
PERSON,เจ้าล่ะท่านพ่อ,1,1299
PERSON,ลูกเอ๋ยเจ้า,1,1300
PERSON,สมเด็จพระสัมมาสัมพุทธเจ้าพระเชตวันวิหาร,1,1301
PERSON,พระสัมมาสัมพุทธเจ้าเป็นที่ตั้ง,1,1302
PERSON,สมเด็จพระสัมมาสัมพุทธ,1,1303
PERSON,สมเด็จพระสัมมาสัมพุทธเจ้าธรรม,1,1304
PERSON,ครั้นชายหนุ่มสมเด็จพระสัมมาสัมพุทธเจ้า,1,1305
PERSON,ชายหนุ่มเล่า,1,1306
PERSON,ชายหนุ่มพระอริ,1,1307
PERSON,แทบ,1,1308
PERSON,สำรวจ,1,1309
PERSON,ปานาบาต,1,1310
PERSON,พระอริสาวกยืนกราน,1,1311
PERSON,พระอริสาวกเจ้าระลึกถึงพระรัตนตรัย,1,1312
PERSON,บุญได้รับใช้,1,1313
PERSON,พระระลึกเหตุการณ์ญาณ,1,1314
PERSON,มหาสุภผิวกายจุลสุภผิวกาย,1,1315
PERSON,พี่ช้างมหาสุภ,1,1316
PERSON,พี่ช้างสุภ,1,1317
PERSON,จุลสุภพญาช้างฉัททันต์,1,1318
PERSON,น้องอธิษฐานพี่นะจ๊ะ,1,1319
PERSON,น้องอยากได้,1,1320
PERSON,น้องอยากได้รัศมี,1,1321
PERSON,พระนางจุลสุภ,1,1322
PERSON,คู่งาม,1,1323
PERSON,พระนางจุลสุภห้วงเวทนาการ,1,1324
PERSON,พระนางรัศมีคู่งาม,1,1325
PERSON,พระนางจุลสุภกำเนิดภิกษุณีพรานช้างโสณกำเนิดพระพญาช้างฉัททันต์,1,1326
PERSON,พระเจ้าประทับพระ,1,1327
PERSON,พระราชาพระนามเทหะราชเทหะ,1,1328
PERSON,พระราชมโหสถบัณฑิต,1,1329
PERSON,ฮ่ะฮ่ะฮ่ะฮ่ะ,1,1330
PERSON,นั้นแหละทรัพย์พระราชา,1,1331
PERSON,ฮ่ะฮ่ะฮ่ะ,1,1332
PERSON,เฮอะเฮอะเฮอะตอนนี้ทรัพย์เสมอพระราชา,1,1333
PERSON,พระเจ้าเทหราช,1,1334
PERSON,รูปมิสตรี,1,1335
PERSON,เชิญพี่พักนะจ๊ะ,1,1336
PERSON,สมเด็จศาสดา,1,1337
PERSON,จุลปทุมพระชายาเสด็จป่า,1,1338
PERSON,น้ำสัก,1,1339
PERSON,น้องทนไม่ไหว,1,1340
PERSON,เสด็จพี่ช่วยด้วยเสด็จพี่,1,1341
PERSON,น้องแบกพี่ทางโน้น,1,1342
PERSON,สมเด็จพระศาสดาจุลปทุม,1,1343
PERSON,พระพุทธเจ้าโจรกำเนิดพระพญาเหี้ยกำเนิดพระจุลปทุมกุมารเสวยพระชาติ,1,1344
PERSON,พระพระเจ้าพระศาสดา,1,1345
PERSON,พาราณสีนครครอง,1,1346
PERSON,ทาสีทาสคลอดบุตร,1,1347
PERSON,น้องปวดท้อง,1,1348
PERSON,อดทนน้องหญิง,1,1349
PERSON,อดทนทาสี,1,1350
PERSON,เจ้าชายแดนชนบท,1,1351
PERSON,กิจทาส,1,1352
PERSON,วันหนึ่งพาราณสีเศรษฐีธิดาปัจจันตเศรษฐี,1,1353
PERSON,ฺตฺวานเสย,1,1354
PERSON,ตีตราเครื่องหมายทาส,1,1355
PERSON,นคร,1,1356
PERSON,ภิกษุโอ้อวดพาราณสีเศรษฐีเสวยพระชาติฺตฺวานเสย,1,1357
PERSON,สมิทธิภิกษุรูปนี้ผิวกายผุดผ่องทองคำ,1,1358
PERSON,อุปสรรคธรรม,1,1359
PERSON,พระสมิทธิเถระ,1,1360
PERSON,วันหนึ่งท่านสมิทธิเถระตลอดคืนยันรุ่ง,1,1361
PERSON,อาบน้ำชำระล้าง,1,1362
PERSON,ปรากกายสมิทธิธรรม,1,1363
PERSON,อาศัยศึกษาธรรมจิตอธิษฐาน,1,1364
PERSON,พระดาบสจิตปฏิพัทธ์,1,1365
PERSON,งามมารยาทกิริยา,1,1366
PERSON,ตับ,1,1367
PERSON,ผัก,1,1368
PERSON,เจ้ากุมาริกาธรรมหิริตับ,1,1369
PERSON,สมเด็จพระบรมศาสดาสัมมาสัมพุทธเจ้า,1,1370
PERSON,น้องหญิงพี่เจ้า,1,1371
PERSON,กลางคืนเดือน,1,1372
PERSON,ผ้าย้อมดอกไปเที่ยว,1,1373
PERSON,น้องหญิงเจ้าห่มผ้าขาวนี้พี่,1,1374
PERSON,หญิงพี่,1,1375
PERSON,พี่ผ้าย้อมดอก,1,1376
PERSON,น้องนะจ๊ะพี่คิดดู,1,1377
PERSON,น้องนะจ๊ะพี่,1,1378
PERSON,น้องพี่เดินพี่คิดดู,1,1379
PERSON,น้องพี่น้อง,1,1380
PERSON,หญิงพี่ทำได้,1,1381
PERSON,นะจ๊ะพี่น้อง,1,1382
PERSON,น้องหญิงที่รักเทวดา,1,1383
PERSON,น้องหญิงอันเป็นที่รัก,1,1384
PERSON,เหมือนกันโทษเสียบ,1,1385
PERSON,พากันเหมือน,1,1386
PERSON,เทวดา,1,1387
PERSON,พระเทวทัตหิน,1,1388
PERSON,พระบาท,1,1389
PERSON,พระเทวทัตธรรมองค์พระสัมมาสัมพุทธเจ้าสนทนาธรรม,1,1390
PERSON,กินไหมหิว,1,1391
PERSON,ใจบุญ,1,1392
PERSON,ชื่นใจ,1,1393
PERSON,ผีเสื้อลูกดอกไม้,1,1394
PERSON,อาจารย์ทิศากระดูกแพะ,1,1395
PERSON,พระเจ้ามหาราช,1,1396
PERSON,พระสมณะ,1,1397
PERSON,ตระกูลธัมมปาลพราหมณ์ตระกูลนี้รักษาธรรม,1,1398
PERSON,ธัมมปาลกุมาร,1,1399
PERSON,ธัมมปาลกุมาแน่ๆ,1,1400
PERSON,ท่านอาจารย์ธัมม,1,1401
PERSON,ธัมมปาลกุมารมา,1,1402
PERSON,คนรับใช้บ้านของธัมมปาลกุมารบ้านตระกูลธัมม,1,1403
PERSON,บ้านของธัมมปาลกุมาร,1,1404
PERSON,ธัมมปาลกุมา,1,1405
PERSON,ท่านอาจารย์ธัมมปาลกุมารลูกตอนนี้สบายดี,1,1406
PERSON,กระดูกแพะ,1,1407
PERSON,คนในตระกูลธัมมปาลหัวเราะ,1,1408
PERSON,พวกเราประพฤติธรรมฟังธรรมธรรม,1,1409
PERSON,บุตรมารดาบิดาสามีภรรยาทาสคนรับใช้,1,1410
PERSON,ธัมมธรรม,1,1411
PERSON,เจ้าประทับพระ,1,1412
PERSON,พระศาสดาเจ้าภิกษุฉัพพัีย์,1,1413
PERSON,พระจันจัน,1,1414
PERSON,กินมะม่วง,1,1415
PERSON,พระราชอุทยานของพระเจ้าพาราณสี,1,1416
PERSON,พี่เจ้าเฮอะ,1,1417
PERSON,ลูกเอ๋ย,1,1418
PERSON,โพธิรูปร่างงามเลิศเองก็,1,1419
PERSON,พระราชอุทยานนักบวชทั้งสองพักราชสงบ,1,1420
PERSON,พระราชาเสด็จพระราชอุทยาน,1,1421
PERSON,ปริพาชิการูปร่างงามเลิศ,1,1422
PERSON,ปริพาชิกา,1,1423
PERSON,ปริกานี้พระราชนิเวศน์,1,1424
PERSON,แลดู,1,1425
PERSON,พานางปริ,1,1426
PERSON,ปริกานี้ธรรม,1,1427
PERSON,อำมาตย์ปริอุทยาน,1,1428
PERSON,พระราชอุทยานปริ,1,1429
PERSON,พระปริพระพระดาบสโพธิกุมาร,1,1430
PERSON,พระสารีบุตรตรัส,1,1431
PERSON,พระสารีบุตรรูปนั้น,1,1432
PERSON,พระศาสดาตรัสดังนี้,1,1433
PERSON,นายพราน,1,1434
PERSON,พระพระพระพุทธเจ้า,1,1435
PERSON,พระเจ้าภิกษุ,1,1436
PERSON,รหิต,1,1437
PERSON,เจ้าลิงช่างน่ารักจริงๆ,1,1438
PERSON,พระเจ้าพรหมทัตวานรนั้นพระ,1,1439
PERSON,น่ารักจริงๆเจ้าฉลาด,1,1440
PERSON,บ้านเกิด,1,1441
PERSON,น้องกลัว,1,1442
PERSON,เจ้าประทับพระพระธิดาภิกษุธรรม,1,1443
PERSON,พระศาสดาขับไล่ธิดาธรรม,1,1444
PERSON,ยักษิณีพากันเนรมิต,1,1445
PERSON,พระพระพระปัจเจกพุทธเจ้าพระราชบิดาพระเสด็จไปยังนครตักศิลา,1,1446
PERSON,ฮ่ายักษ์,1,1447
PERSON,ยักษ์กินราชบุรุษ,1,1448
PERSON,เข้าไปยังศาลาที่นางยักษ์จำแลง,1,1449
PERSON,ยักษ์เนรมิตศาลาที่นอนนั่งคอยอยู่,1,1450
PERSON,ยักษ์เนรมิต,1,1451
PERSON,พระมหาเชตวัน,1,1452
PERSON,น้องบัณฑิตฟังธรรม,1,1453
PERSON,เข้ามาพี่พี่เสพ,1,1454
PERSON,น้องสวยไหม,1,1455
PERSON,ฟังธรรมพระศาสดา,1,1456
PERSON,พระเชตวันมหา,1,1457
PERSON,พระสัมมาสัมพุทธเจ้าตรัสเล่า,1,1458
PERSON,อาจารย์โมกกิน,1,1459
PERSON,สามีเสมอ,1,1460
PERSON,โอ๊ย,1,1461
PERSON,โอ๊ยบ้าน,1,1462
PERSON,ประพฤติ,1,1463
PERSON,น้องพี่ไหม,1,1464
PERSON,อาจารย์ทิศาโมก,1,1465
PERSON,สัมมาสัมพุทธเจ้าพระ,1,1466
PERSON,เจ้าชีเปลือย,1,1467
PERSON,พระศาสดาประทับพระเชตวัน,1,1468
PERSON,มหาวังสะครองราชย์สมบัตินครแคว้นโคตรพระราชโอรสสองพระองค์,1,1469
PERSON,เทวคัพ,1,1470
PERSON,พระโอรสพระครรภ์พระนางเทวคัพจักกังโคตรกัง,1,1471
PERSON,ครอง,1,1472
PERSON,พระเสด็จสวรรคตสาครราชโอรส,1,1473
PERSON,อุปสาครราชโอรส,1,1474
PERSON,พระเจ้าพี่สาครราช,1,1475
PERSON,เทวคัพอุปสาครอุปราชจิตปฏิพัทธ์พระนางเทวคัพ,1,1476
PERSON,พระนางเทวคัพจิตสิเน่หาอุปราชอุปสาคร,1,1477
PERSON,น้องหญิงพระครรภ์,1,1478
PERSON,เทวคัพอุปสาครอุปราชอุปสาครอุปราชพระนางเทวคัพประทับพราหมณ์พระนางเทวคัพ,1,1479
PERSON,พระนางเทวคัพประสูติพระโอรสแม้นางนันทปาก็คลอดธิดา,1,1480
PERSON,พระนางเทวคัพพระโอรส,1,1481
PERSON,นันทแล้วนำธิดานันท,1,1482
PERSON,นันทสามีอำมาตย์พระนางเทวคัพประสูติ,1,1483
PERSON,พระนางเทวคัพประสูติพระนันทปาก็,1,1484
PERSON,พระนางเทวคัพเจริญ,1,1485
PERSON,พระพี่น้องสิบบุตรปล้น,1,1486
PERSON,ข้าพระองค์โอรสสาครพระนางเทวคัพ,1,1487
PERSON,โธ่,1,1488
PERSON,ปล้ำต่อไปโห่ร้องคำรามปรบมือพลเทพ,1,1489
PERSON,กษัตริย์สองพี่น้องสิ้นพระชนม์มหาชนพากันหวาดกลัวเท้า,1,1490
PERSON,กุมารครั้นปลงพระชนม์พระเจ้าทั้งสองก็ยึดราชสมบัติ,1,1491
PERSON,น้องมาร,1,1492
PERSON,พระเพ้ออุบายพระเชษฐา,1,1493
PERSON,เจ้าอยากได้กระต่ายกระต่ายกระต่ายแก้วกระต่าย,1,1494
PERSON,กระต่ายแก้ว,1,1495
PERSON,สากไม้ตะเคียนพระองค์มหาชน,1,1496
PERSON,เป็นจริง,1,1497
PERSON,พระประชุม,1,1498
PERSON,พระสัมมาสัมพุทธเจ้าพระวิหาร,1,1499
PERSON,ภิกษุทั้งสองพระวิหารเข้าเฝ้า,1,1500
PERSON,แคว้นมคธแคว้นมคธ,1,1501
PERSON,สามสิบตระกูลวันหนึ่งมานพ,1,1502
PERSON,วันรุ่งขึ้นมานพ,1,1503
PERSON,ศีลเจริญเมตตา,1,1504
PERSON,เจริญเมตตาให้ทาน,1,1505
PERSON,เทพบุตรสารถี,1,1506
PERSON,พ่ายแพ้หนีเทพบุตร,1,1507
PERSON,พระศาสดาติเตียนภิกษุแล้วทรง,1,1508
PERSON,พระสัมมาสัมพุทธ,1,1509
PERSON,อัสพระเจ้าอัสอัครมเหสี,1,1510
PERSON,พระนางอุบำรุงรูปโฉม,1,1511
PERSON,บำรุงสดใส,1,1512
PERSON,พี่คิดถึงเจ้า,1,1513
PERSON,พระราชพระ,1,1514
PERSON,พระดาบสตัดสินใจพระราชอุทยานหวังพระเจ้าอัส,1,1515
PERSON,พระมเหสีสิ้นพระชนม์พระเจ้าอัส,1,1516
PERSON,พระดาบสเสด็จพระเจ้าอัสพระราชอุทยาน,1,1517
PERSON,เสกให้พระองค์ได้ยินเสียงสัตว์,1,1518
PERSON,พระเจ้าอัสได้ยินพระพระทัย,1,1519
PERSON,เสกนางด้วงพระนางอุพระมเหสี,1,1520
PERSON,พี่ด้วงเจ้า,1,1521
PERSON,แล้วก็พระดาบสพระ,1,1522
PERSON,สมเด็จพระสัมมาสัมพุทธเจ้าเสด็จ,1,1523
PERSON,พระศาสดาธรรม,1,1524
PERSON,เจ้าลิง,1,1525
PERSON,เสียหาย,1,1526
PERSON,อานาถบิณฑเศรษฐี,1,1527
PERSON,ติกชาดก,1,1528
PERSON,ล้อมวงดื่มเหล้าเมา,1,1529
PERSON,เฮ้ยให้ท่านเศรษฐีอย่า,1,1530
PERSON,เหล้าเลิศ,1,1531
PERSON,พระพุทธองค์ตรัสติกชาดก,1,1532
PERSON,พระสัมมาสัมพุทธเจ้าอ้อ,1,1533
PERSON,พระญาณ,1,1534
PERSON,พญาวานรก็เดินทางมาถึง,1,1535
PERSON,สระน้ำ,1,1536
PERSON,ลิงหิว,1,1537
PERSON,พระพญาวานรพระเจ้า,1,1538
PERSON,เจ้าหมดแรงดีล่ะ,1,1539
PERSON,โกสิชาดกพราหมณี,1,1540
PERSON,ลุ่มหลงกามราคะประพฤติผิดประเวณี,1,1541
PERSON,พระธรรมธรรม,1,1542
PERSON,สัมมาสัมพุทธสัมมาสัมพุทธสัมมาสัมพุทธ,1,1543
PERSON,ลุ่มหลงกามราคะ,1,1544
PERSON,ลัลลัล,1,1545
PERSON,โกสิชาดกดังนี้,1,1546
PERSON,น้องพักเรือนดีกว่า,1,1547
PERSON,พราหมณีเรือน,1,1548
PERSON,พี่เจ้าพราหมณ์ฮ่า,1,1549
PERSON,น้องรู้สึก,1,1550
PERSON,น้องเนยใส,1,1551
PERSON,ทุเลา,1,1552
PERSON,น้องหญิงต้องการกิน,1,1553
PERSON,น้องท่านพี่,1,1554
PERSON,ท่านอาจารย์ขอรับ,1,1555
PERSON,อี้ท่านพี่กลิ่นกลิ่นน้องหญิง,1,1556
PERSON,ธิดาโกสิ,1,1557
PERSON,พระบรมศาสดาพระธรรมเทศนาโกสิ,1,1558
PERSON,พระอาจารย์ทิศาปาโมกข์,1,1559
PERSON,พระสัมมาสัมพุทธเจ้าวาจาภุตตญฺจวาจาภุตตญฺจโกสิโกสิเจ้ากิน,1,1560
PERSON,สากบุตรจำพรรษาพระอุปนันทสากบุตร,1,1561
PERSON,พระอุปนันทสาก,1,1562
PERSON,พระอุปนันทสากบุตร,1,1563
PERSON,พระอุปนันทสากบุตรเดิน,1,1564
PERSON,พระอุปนันท,1,1565
PERSON,น้องเดิน,1,1566
PERSON,น้องทานเนื้อ,1,1567
PERSON,พี่เดี๋ยวพี่ไปหาเนื้อสัตว์,1,1568
PERSON,น้องพี่น้องหิว,1,1569
PERSON,ปลาเอ้,1,1570
PERSON,สุนัขจิ้งจอกคาบปลา,1,1571
PERSON,น้องอื้อหือพี่ฉลาด,1,1572
PERSON,น้องหิว,1,1573
PERSON,ผ้าผืนงามสุนัขจิ้งจอกตัวผู้กำเนิดพระอุปนันท,1,1574
PERSON,นันทิลูกพ่อคืนลูก,1,1575
PERSON,พราหมณ์ชรายากจนเฒ่า,1,1576
PERSON,ดุจดุจ,1,1577
PERSON,เฒ่าเจ้ากินหญ้า,1,1578
PERSON,สักสัก,1,1579
PERSON,เจ้านันทิวิสาลเจ้าเกเรไม่ได้เรื่องลากเกวียนเจ้า,1,1580
PERSON,พราหมณ์ชราแพ้พนันหมดตัวกิน,1,1581
PERSON,ให้กำลังใจเจ้า,1,1582
PERSON,โยม,1,1583
PERSON,ญาณตรัสเล่ากปิชาดก,1,1584
PERSON,ฤาษีพระฤาษี,1,1585
PERSON,วัดฟังธรรมพระศาสดาพระวิหารเชตวันเสมอ,1,1586
PERSON,พี่ฟังธรรมนั่งสมาธิ,1,1587
PERSON,พี่ฟังธรรม,1,1588
PERSON,พ่อเศรษฐีผัวแล้วรึ,1,1589
PERSON,เศรษฐีครั้นธรรมพระ,1,1590
PERSON,สวัสดีแม่,1,1591
PERSON,แม่เดินทางมา,1,1592
PERSON,อร่อยไหมแม่แม่ครัวที่นี่พี่เศรษฐี,1,1593
PERSON,พระเจ้าโกศลปล้นสะดมชายแดนสาวัตถี,1,1594
PERSON,ถูกจับ,1,1595
PERSON,พระเจ้าโปรด,1,1596
PERSON,ขอพระราชทานเครื่องนุ่งห่ม,1,1597
PERSON,สมเด็จพระสัมมาสัมพุทธเจ้าอดีตชาติ,1,1598
PERSON,ฝ่าบาทขอเดชะชาย,1,1599
PERSON,ราชาบุตร,1,1600
PERSON,น้องพี่ฮือฮือ,1,1601
PERSON,เจ้าพระเชตวัน,1,1602
PERSON,แล้วจึงพระเชตวัน,1,1603
PERSON,ดาบสชั่วขโมยทองเศรษฐี,1,1604
PERSON,แกล้งบำเพ็ญทอง,1,1605
PERSON,ชาวบ้านที่ดาบสบ้างก็ทุบตี,1,1606
PERSON,ดาบสท่านช่าง,1,1607
PERSON,สมเด็จพระสัมมาสัมพุทธเจ้าปัก,1,1608
PERSON,เจ้าฉลาด,1,1609
PERSON,สมเด็จพระพุทธศาสดาสัมมาสัมพุทธเจ้า,1,1610
PERSON,พาณิชย์,1,1611
PERSON,พราน,1,1612
PERSON,โกนห่มผ้า,1,1613
PERSON,ฮ่าฮ่าฮ่าฉลาด,1,1614
PERSON,โขลง,1,1615
PERSON,ปักหัวใจหอก,1,1616
PERSON,งามฮ่าฮ่า,1,1617
PERSON,เจ้าช้างเอ๋ยงาม,1,1618
PERSON,พรานพุ่งหงอก,1,1619
PERSON,พญาช้างกาย,1,1620
PERSON,พระศาสนา,1,1621
PERSON,พญาช้างก็บริวารป่า,1,1622
PERSON,สมเด็จพระสัมมาสัมพุทธเจ้าภิกษุ,1,1623
PERSON,เจ้าเมืองโกสัมพีประทับราม,1,1624
PERSON,พระวินัยธร,1,1625
PERSON,พระวินัยธรยกโทษ,1,1626
PERSON,รักรัก,1,1627
PERSON,พระวินัยหรอก,1,1628
PERSON,พระราชสมบัติ,1,1629
PERSON,พระเจ้าทีฆพระมเหสีเสด็จหนีออกจากพระนครไปยังพระนครพาราณสี,1,1630
PERSON,พระเจ้าทีฆราชกุมารพระนคร,1,1631
PERSON,ทีฆาวุราชกุมารพระนคร,1,1632
PERSON,พระชนกพระชนนีถูกจับพระเจ้าทีฆพระราชกุมารเสด็จพระตรัส,1,1633
PERSON,ขับโรงช้างพระเจ้าพรหมทัต,1,1634
PERSON,ทีฆาวุพระเจ้าพรหมทัตปลงพระพระชนกพระชนนีชักพระแสงขรรค์,1,1635
PERSON,พระเจ้าทีฆฟันพระแสงขรรค์,1,1636
PERSON,พระเจ้าพรหมทัตพระหัตถ์ชักพระแสงขรรค์,1,1637
PERSON,ประทับ,1,1638
PERSON,สัมมาสัมพุทธเจ้าพระเชตวัน,1,1639
PERSON,น้องหญิงเจ้า,1,1640
PERSON,น้องท่านแม่คนแก่,1,1641
PERSON,แม่เรือดชุกชุม,1,1642
PERSON,วางแผน,1,1643
PERSON,พี่แบบนี้,1,1644
PERSON,พระสัมมาสัมพุทธเชตวัน,1,1645
PERSON,สามี,1,1646
PERSON,บอกกับเพื่อนบ้านว่า,1,1647
PERSON,พระสัมมาสัมพุทธเจ้าท้าวสักกะเทวราช,1,1648
PERSON,เจ้าสระผม,1,1649
PERSON,พระสารีบุตรเถระธรรมศิษย์,1,1650
PERSON,พระธรรมเสนาบดีเมตตา,1,1651
PERSON,พระพระเจ้าธรรมพระเชตวันมหา,1,1652
PERSON,โอ้,1,1653
PERSON,อาจารย์ทิศาปาโมกข์การันหิน,1,1654
PERSON,ยากนักเจ้าการันเอ๋ย,1,1655
PERSON,พระสารีบุตรศิษย์พราหมณ์กำเนิดพราหมณ์,1,1656
PERSON,แล้วนี่แพะ,1,1657
PERSON,แม่แพะ,1,1658
PERSON,ลุงเสือ,1,1659
PERSON,เจ้าเสือเหรอ,1,1660
PERSON,แพะ,1,1661
PERSON,บ้านเมืองเจริญสมบูรณ์,1,1662
PERSON,พระเทวีนั้นจิตใจพระเจ้าโกศล,1,1663
PERSON,น้องอบอุ่น,1,1664
PERSON,พสกนิกรบ้านเมืองอย่างพระเจ้าพรหมทัตอำมาตย์คู่ใจสองคอยช่วยเหลือธุระ,1,1665
PERSON,อำมาตย์ทั้งสองคอยธุระพระเจ้าพรหมทัตเสมอ,1,1666
PERSON,พระหม่อมฉัน,1,1667
PERSON,บัณฑิตราชองครักษ์ได้สติพระเทวีอุทยาน,1,1668
PERSON,เคียงข้างชายคนรัก,1,1669
PERSON,สระ,1,1670
PERSON,ท่านร่ายมนต์วันหนึ่งพระเจ้าเสนกะเสด็จหลวง,1,1671
